Merchant Number - Business Name,Transaction Date,Terminal ID,System Batch Number,Device Batch Number,Request Amount,Settle Amount,Card Number,Card Product,Ext Card Type,Auth Code,System Trace Audit Number,Retrieval Reference,Message Type,Transaction Type,Extended Transaction Type,Transaction Paid,Pos Entry Mode,Device Serial,store,Batch Screening Status,Transaction Screening Status,Date Payment Extract,UTI,Online Reference Number,Issuing Bank,BIN,Processing,Product Type,Decline Reason
M038 - Merchant Lunar Liquor,2025-05-20T04:17:35,TID9390,90703,8580,678.34,678.34,512258******1627,Mastercard,Credit,440081.0,102224,154409136390,Financial,Purchase,Chip,Yes,Ecommerce,DS-0038,Store A,Fail,Pass,2025-05-20,UTI-784C0E99544E,ONR-0848F0217F,TymeBank,512258,Offline,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-19T01:44:35,TID8498,46970,6192,79.89,79.89,570246******9668,Mastercard,Debit,661177.0,102225,549361953899,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0038,Store B,Pass,Pass,2025-07-21,UTI-C9945B272A06,ONR-77AD709546,FNB,570246,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-28T18:36:35,TID6384,27218,1737,172.02,172.02,491522******8602,Visa,Credit,199097.0,102226,957494097999,Financial,Purchase,Contactless,Yes,Ecommerce,DS-0038,Store J,Pass,Pass,2025-06-30,UTI-AC200C6269B3,ONR-60445BF795,FNB,491522,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-24T16:05:35,TID4616,52907,9956,541.72,541.72,435368******6777,Visa,Credit,671248.0,102227,715371679632,Financial,Purchase,Contactless,Yes,Contactless,DS-0038,Store B,Pass,Pass,2025-05-24,UTI-1D477DF67D8A,ONR-220CD77D17,Nedbank,435368,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-16T20:29:35,TID7439,89084,3207,5.0,5.0,322468******0336,Diners,Credit,815031.0,102228,409566205541,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0038,Store B,Pass,Pass,2025-05-18,UTI-B6B44E756454,ONR-CF24EA0B63,FNB,322468,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-16T14:02:35,TID4515,63365,1040,368.6,368.6,512299******7830,Mastercard,Prepaid,695556.0,102229,429349169432,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0038,Store D,Pass,Pass,2025-06-17,UTI-484A04DCA171,ONR-28BEE0BAEA,Capitec,512299,Online,Prepaid,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-13T12:14:35,TID9981,37535,1794,958.08,-958.08,307739******4075,Diners,Debit,967414.0,102230,275736513980,Financial,Refund,Ecommerce,Yes,Contactless,DS-0038,Store E,Pass,Pass,2025-07-13,UTI-7101B36B58E8,ONR-9F0A063BD9,Capitec,307739,Offline,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-25T22:05:35,TID7997,31079,2021,934.75,934.75,533173******1694,Mastercard,Credit,546718.0,102231,479590716927,Financial,Purchase,Swipe,Yes,Contactless,DS-0038,Store E,Pass,Pass,2025-06-27,UTI-96953CE1EE8E,ONR-5475FCE992,African Bank,533173,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-22T03:36:35,TID8661,73267,9259,592.28,592.28,490092******0606,Visa,Credit,292553.0,102232,625393478559,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0038,Store J,Pass,Pass,2025-05-22,UTI-040805174B2F,ONR-A8F4A1D942,African Bank,490092,Offline,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-20T00:25:35,TID7910,38952,5032,794.09,794.09,346898******1031,Amex,Credit,467107.0,102233,499601725302,Financial,Purchase,Chip,Yes,Contactless,DS-0038,Store E,Pass,Pass,2025-06-21,UTI-F4F703B4BF31,ONR-D51D8A4113,Capitec,346898,Offline,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-08T07:01:35,TID2995,20312,9980,830.27,830.27,586675******5602,Mastercard,Credit,853656.0,102234,600710183977,Financial,Purchase,Swipe,Yes,Contactless,DS-0038,Store B,Pass,Pass,2025-06-10,UTI-75DCBC6BC566,ONR-08F6D9C7B0,Capitec,586675,3DS,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-27T03:33:35,TID1954,84636,6524,251.25,0.0,550466******1818,Mastercard,Credit,,102235,948321255451,Financial,Purchase,Swipe,No,Ecommerce,DS-0038,Store H,Pass,Pass,,UTI-D1A5BE44014D,ONR-0A4612094A,ABSA,550466,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-01T09:06:35,TID5832,38007,2967,898.68,898.68,406030******5502,Visa,Credit,939007.0,102236,713565176837,Financial,Purchase,Swipe,Yes,Contactless,DS-0038,Store H,Pass,Pass,2025-07-03,UTI-5363424C10F0,ONR-E8DDFF9F6F,African Bank,406030,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-23T07:24:35,TID7578,20530,9443,631.94,631.94,557476******5808,Mastercard,Debit,954629.0,102237,824031590506,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0038,Store D,Pass,Pass,2025-07-25,UTI-3D26798768F6,ONR-77D38AEFF4,Standard Bank,557476,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-31T13:01:35,TID5003,57758,2196,195.28,195.28,549208******5154,Mastercard,Debit,407549.0,102238,636364114535,Financial,Purchase,Chip,Yes,Ecommerce,DS-0038,Store D,Pass,Pass,2025-08-01,UTI-B37218E96319,ONR-85193E98B9,Standard Bank,549208,Offline,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-21T02:33:35,TID6843,56677,6073,351.61,351.61,519723******8666,Mastercard,Debit,121962.0,102239,529516098514,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0038,Store C,Pass,Pass,2025-07-21,UTI-2A1330064905,ONR-C18766AC6B,ABSA,519723,Offline,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-06T11:05:35,TID1670,76480,5130,448.24,448.24,484466******8797,Visa,Credit,980274.0,102240,963946508526,Financial,Purchase,Contactless,Yes,Swipe,DS-0038,Store I,Pass,Pass,2025-07-08,UTI-08C88B0018F8,ONR-03DA27E8E0,African Bank,484466,3DS,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-21T18:51:35,TID2801,54803,4236,255.36,255.36,492638******0959,Visa,Debit,158688.0,102241,379087788436,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0038,Store D,Pass,Fail,2025-05-23,UTI-512A8504B21A,ONR-1782ED7CE6,TymeBank,492638,Offline,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-20T09:07:35,TID7522,64173,3741,548.7,548.7,487479******6922,Visa,Credit,160720.0,102242,177039472824,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0038,Store F,Pass,Pass,2025-07-21,UTI-D04DEB918769,ONR-FFD20EBF06,FNB,487479,Offline,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-28T14:15:35,TID8079,72331,4564,103.67,103.67,402476******1037,Visa,Debit,674514.0,102243,176608419051,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0038,Store C,Pass,Pass,2025-07-28,UTI-42AEA0857518,ONR-4162F429C0,ABSA,402476,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-21T02:13:35,TID8492,32161,8640,137.56,137.56,523575******5745,Mastercard,Debit,887244.0,102244,994752377510,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0038,Store B,Pass,Fail,2025-06-22,UTI-CA59D5E608F9,ONR-35403E7DC6,Nedbank,523575,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-07T04:53:35,TID9440,82045,4150,1021.62,1021.62,492264******8502,Visa,Debit,247199.0,102245,866831074675,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0038,Store G,Pass,Pass,2025-07-09,UTI-C825C2CC7303,ONR-A872406F1A,Nedbank,492264,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-23T17:01:35,TID2598,10453,8686,632.13,632.13,462984******6418,Visa,Credit,264912.0,102246,776891442541,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0038,Store E,Pass,Pass,2025-05-24,UTI-6F6A85E296B9,ONR-98F49C5A16,Nedbank,462984,3DS,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-09T06:01:35,TID6579,96523,5510,330.23,330.23,575417******8978,Mastercard,Credit,557326.0,102247,668806479763,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0038,Store J,Pass,Fail,2025-06-09,UTI-6C669C05831A,ONR-6E431063DA,Capitec,575417,Offline,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-20T04:40:35,TID5745,39234,6555,392.83,392.83,556260******7916,Mastercard,Debit,945727.0,102248,106699984281,Financial,Purchase,Ecommerce,Yes,Ecommerce,DS-0038,Store F,Fail,Pass,2025-06-20,UTI-1A3F846D50EE,ONR-AFB46E6E2B,African Bank,556260,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-17T10:44:35,TID8741,57041,4353,323.19,323.19,534196******3908,Mastercard,Debit,575496.0,102249,697505566750,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0038,Store H,Pass,Pass,2025-05-17,UTI-F9FC49139D30,ONR-12D5FD4099,Nedbank,534196,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-07T15:31:35,TID8465,70423,9574,682.17,682.17,500833******1895,Mastercard,Debit,984207.0,102250,260185541477,Financial,Purchase,Chip,Yes,Contactless,DS-0038,Store B,Pass,Pass,2025-06-08,UTI-7D0E39793046,ONR-ABA72FD4AE,FNB,500833,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-28T10:04:35,TID1086,82900,3982,718.7,718.7,486448******6410,Visa,Debit,211023.0,102251,942637733446,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0038,Store J,Pass,Pass,2025-06-28,UTI-FDB438798F67,ONR-270229A68A,FNB,486448,3DS,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-25T12:39:35,TID7311,74004,5015,306.36,-306.36,494249******9426,Visa,Debit,350620.0,102252,534422459769,Financial,Refund,Ecommerce,Yes,Chip+PIN,DS-0038,Store C,Review,Pass,2025-07-26,UTI-A6D3CF21B1D9,ONR-D4ADA95333,ABSA,494249,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-01T08:53:35,TID5677,73479,7312,452.58,452.58,533421******0057,Mastercard,Prepaid,313620.0,102253,197973821855,Financial,Purchase,Contactless,Yes,Contactless,DS-0038,Store E,Pass,Fail,2025-06-03,UTI-06E31B8F0F62,ONR-33765F2FE9,Nedbank,533421,Online,Prepaid,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-28T20:08:35,TID9677,18834,6964,668.51,668.51,489189******5357,Visa,Debit,654201.0,102254,186421091925,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0038,Store I,Pass,Pass,2025-07-29,UTI-55B7041500EB,ONR-BEDAA19957,FNB,489189,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-29T21:32:35,TID6265,55024,4588,503.88,503.88,508736******9013,Mastercard,Debit,212240.0,102255,865887792760,Financial,Purchase,Chip,Yes,Contactless,DS-0038,Store A,Pass,Pass,2025-07-01,UTI-6769A6F4B770,ONR-77792796A2,Capitec,508736,3DS,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-21T06:43:35,TID5903,57950,7358,435.01,435.01,559897******2471,Mastercard,Debit,751091.0,102256,355524852730,Financial,Purchase,Contactless,Yes,Swipe,DS-0038,Store F,Pass,Pass,2025-06-23,UTI-0F2B3EA08E26,ONR-24414E4E3B,TymeBank,559897,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-25T21:50:35,TID3972,88653,3122,451.54,451.54,402525******8655,Visa,Debit,670760.0,102257,595087837337,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0038,Store D,Pass,Pass,2025-05-27,UTI-BCFF1CFE26C2,ONR-479A1A0FAE,Nedbank,402525,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-27T17:03:35,TID9852,78554,5505,380.0,380.0,417597******2623,Visa,Credit,759501.0,102258,888679125871,Financial,Purchase,Swipe,Yes,Contactless,DS-0038,Store G,Pass,Pass,2025-07-27,UTI-DD41E692EA75,ONR-FF8899B7B6,African Bank,417597,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-12T15:53:35,TID7134,59182,9939,393.86,0.0,578381******0359,Mastercard,Credit,,102259,997866059869,Financial,Purchase,Contactless,No,Keyed,DS-0038,Store A,Pass,Pass,,UTI-EB3ED89E9B96,ONR-2C0D0C7589,FNB,578381,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-27T02:08:35,TID9097,90266,1840,27.17,27.17,476114******4156,Visa,Credit,672975.0,102260,129902561683,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0038,Store F,Pass,Pass,2025-06-28,UTI-657A155779E7,ONR-75EA069A95,TymeBank,476114,3DS,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-22T20:47:35,TID5433,22680,5595,353.05,353.05,493980******1471,Visa,Debit,500323.0,102261,468409273543,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0038,Store I,Pass,Pass,2025-07-22,UTI-43048E32013B,ONR-8D21646C10,TymeBank,493980,3DS,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-08-07T10:33:35,TID6417,11715,9837,549.37,549.37,386486******7888,Diners,Credit,825538.0,102262,305977240373,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0038,Store D,Fail,Pass,2025-08-07,UTI-B6D363831624,ONR-DCE39F34B3,ABSA,386486,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-08-04T18:32:35,TID8325,78188,8444,55.65,55.65,598848******2393,Mastercard,Debit,347238.0,102263,175572703698,Financial,Purchase,Ecommerce,Yes,Swipe,DS-0038,Store E,Pass,Pass,2025-08-04,UTI-80275C1AE185,ONR-12E1E75606,FNB,598848,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-01T14:50:35,TID6634,42822,8937,348.25,348.25,449542******6076,Visa,Debit,760701.0,102264,421234317448,Financial,Purchase,Chip,Yes,Contactless,DS-0038,Store A,Pass,Pass,2025-07-01,UTI-1414744D6B03,ONR-650AFE4D49,African Bank,449542,Offline,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-08-04T01:41:35,TID3246,46832,9228,598.48,598.48,555553******4686,Mastercard,Credit,397877.0,102265,290884577209,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0038,Store G,Pass,Pass,2025-08-06,UTI-0431E7479B97,ONR-6A4325FCF4,FNB,555553,3DS,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-28T23:16:35,TID8189,28072,2185,105.37,105.37,439893******3885,Visa,Credit,615724.0,102266,997860387511,Financial,Purchase,Chip,Yes,Contactless,DS-0038,Store F,Pass,Pass,2025-05-30,UTI-D0C17C4C82D9,ONR-8537BB47F3,Nedbank,439893,Offline,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-10T04:40:35,TID4165,15161,6569,532.74,532.74,563057******7748,Mastercard,Credit,798181.0,102267,529855435497,Financial,Purchase,Contactless,Yes,Contactless,DS-0038,Store C,Pass,Pass,2025-07-11,UTI-230E1A404ADA,ONR-E47B9D0D4E,African Bank,563057,Offline,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-02T03:01:35,TID5711,85277,3532,72.31,72.31,536128******6736,Mastercard,Prepaid,733105.0,102268,264669431871,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0038,Store F,Pass,Pass,2025-06-04,UTI-C31100722EEB,ONR-B2C74CC1E2,Nedbank,536128,Offline,Prepaid,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-13T08:56:35,TID5832,26948,7610,307.52,0.0,566765******5852,Mastercard,Debit,,102269,968576861478,Financial,Purchase,Chip,No,Chip+PIN,DS-0038,Store C,Pass,Pass,,UTI-90BD12D97E3A,ONR-D9D7BB0462,FNB,566765,3DS,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-08-09T00:02:35,TID1132,20632,8023,222.83,222.83,540286******8813,Mastercard,Credit,888417.0,102270,803635759882,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0038,Store E,Pass,Pass,2025-08-10,UTI-D8D85CA75148,ONR-4F4FAAD92D,ABSA,540286,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-12T06:49:35,TID5063,25092,2749,186.55,186.55,544044******3911,Mastercard,Credit,233882.0,102271,694771227200,Financial,Purchase,Swipe,Yes,Contactless,DS-0038,Store C,Pass,Pass,2025-07-14,UTI-4A296DE67F1D,ONR-97BC09EA43,Capitec,544044,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-08-02T09:48:35,TID2196,51346,4901,540.32,540.32,481915******4995,Visa,Credit,983829.0,102272,761896111626,Financial,Purchase,Swipe,Yes,Contactless,DS-0038,Store H,Pass,Pass,2025-08-03,UTI-04F939E4D850,ONR-EDF4A5078F,TymeBank,481915,Online,Credit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-22T04:14:35,TID5288,21845,9779,362.33,362.33,536521******8727,Mastercard,Unknown,517448.0,102273,329111923948,Financial,Purchase,Contactless,Yes,Contactless,DS-0038,Store J,Pass,Pass,2025-07-24,UTI-76DA49BFE5A7,ONR-78BA5C6599,African Bank,536521,Online,Unknown,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-05-29T16:20:35,TID4145,72939,1041,33.75,-33.75,302060******0473,Diners,Debit,820225.0,102274,744200662374,Financial,Refund,Chip,Yes,Chip+PIN,DS-0038,Store F,Pass,Fail,2025-05-31,UTI-36B140ECB816,ONR-2C3B7A3C24,African Bank,302060,3DS,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-08-04T19:39:35,TID1502,74737,9644,563.55,563.55,534756******2236,Mastercard,Debit,796293.0,102275,159381664845,Financial,Purchase,Ecommerce,Yes,Swipe,DS-0038,Store C,Pass,Pass,2025-08-04,UTI-21E844B97107,ONR-1A234C84B6,ABSA,534756,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-08-13T04:35:35,TID3866,65806,8270,470.51,470.51,429764******9399,Visa,Debit,698798.0,102276,435736958710,Financial,Purchase,Ecommerce,Yes,Ecommerce,DS-0038,Store I,Pass,Pass,2025-08-15,UTI-0FE81CB59961,ONR-9854829CB0,ABSA,429764,Offline,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-06-07T02:49:35,TID4322,99779,4583,162.49,162.49,485103******7861,Visa,Debit,506295.0,102277,316893302450,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0038,Store B,Fail,Pass,2025-06-09,UTI-7BA62D5CE862,ONR-0732C646FB,Nedbank,485103,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-23T16:15:35,TID9394,75929,5493,622.51,622.51,529422******7857,Mastercard,Debit,627013.0,102278,970222006247,Financial,Purchase,Swipe,Yes,Ecommerce,DS-0038,Store B,Pass,Fail,2025-07-23,UTI-B29950A695DB,ONR-D6561B3252,Standard Bank,529422,Online,Debit,00 - Approved or completed successfully
M038 - Merchant Lunar Liquor,2025-07-09T03:07:35,TID1254,11552,5491,466.57,466.57,353923******2992,Amex,Credit,851333.0,102279,228373856067,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0038,Store H,Fail,Pass,2025-07-09,UTI-1E075E33D19F,ONR-D480D7B838,Standard Bank,353923,Online,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-06-01T01:13:35,TID3565,92537,8787,522.06,522.06,579232******5379,Mastercard,Credit,626823.0,102280,534293948065,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0039,Store C,Pass,Fail,2025-06-03,UTI-433E9774D72E,ONR-300204C793,Standard Bank,579232,Offline,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-07-23T15:01:35,TID2699,89792,9809,433.09,433.09,532951******1080,Mastercard,Debit,294498.0,102281,451998986554,Financial,Purchase,Ecommerce,Yes,Chip+PIN,DS-0039,Store F,Pass,Pass,2025-07-23,UTI-3ADC6077FD02,ONR-18284CF1C7,TymeBank,532951,Online,Debit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-06-27T01:20:35,TID8667,79156,9566,525.94,525.94,349600******3967,Diners,Credit,975151.0,102282,850121743419,Financial,Purchase,Contactless,Yes,Contactless,DS-0039,Store G,Pass,Fail,2025-06-28,UTI-1238ABFA91A5,ONR-F83CB30BD8,ABSA,349600,Online,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-06-07T03:45:35,TID5184,44691,4747,380.36,380.36,577664******5543,Mastercard,Credit,619602.0,102283,952631471772,Financial,Purchase,Swipe,Yes,Swipe,DS-0039,Store C,Pass,Pass,2025-06-09,UTI-EBE5486CDE31,ONR-3740361EC9,Standard Bank,577664,Online,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-08-10T15:59:35,TID8920,38045,2192,726.61,726.61,325535******5251,Diners,Credit,240815.0,102284,916301823780,Financial,Purchase,Swipe,Yes,Contactless,DS-0039,Store B,Pass,Pass,2025-08-11,UTI-D9784A848B18,ONR-688DC2A155,Capitec,325535,Offline,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-06-01T21:05:35,TID9162,49445,8107,401.78,401.78,496165******4372,Visa,Credit,186709.0,102285,884208519564,Financial,Purchase,Contactless,Yes,Swipe,DS-0039,Store E,Pass,Pass,2025-06-03,UTI-AEB3CECBD0E7,ONR-DC0843A968,ABSA,496165,Online,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-08-10T00:40:35,TID2129,74140,7367,406.07,406.07,500054******0681,Mastercard,Credit,502536.0,102286,247444365174,Financial,Purchase,Swipe,Yes,Keyed,DS-0039,Store I,Pass,Pass,2025-08-10,UTI-C177A3BA3625,ONR-79462A01BB,African Bank,500054,Online,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-08-07T09:52:35,TID3540,98889,7105,633.07,633.07,417671******5156,Visa,Credit,602910.0,102287,234905891942,Financial,Purchase,Chip,Yes,Swipe,DS-0039,Store F,Pass,Pass,2025-08-09,UTI-5CEC4AB5A71D,ONR-C49796B90E,Capitec,417671,Online,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-07-06T11:34:35,TID3899,73507,1198,314.05,314.05,572685******6468,Mastercard,Credit,448002.0,102288,916965225855,Financial,Purchase,Chip,Yes,Ecommerce,DS-0039,Store D,Pass,Pass,2025-07-08,UTI-42D2D49B50A2,ONR-C47B37ED87,Standard Bank,572685,3DS,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-07-05T21:40:35,TID1682,17576,9982,364.18,364.18,521362******7923,Mastercard,Debit,633419.0,102289,683286961920,Financial,Purchase,Chip,Yes,Chip+PIN,DS-0039,Store G,Pass,Pass,2025-07-05,UTI-CBD3AE42BCDD,ONR-966206710A,Capitec,521362,Online,Debit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-07-15T19:40:35,TID4014,78202,9015,175.45,175.45,405888******0141,Visa,Prepaid,743558.0,102290,409098962498,Financial,Purchase,Ecommerce,Yes,Swipe,DS-0039,Store J,Pass,Pass,2025-07-17,UTI-1EDA3DB84F4E,ONR-3918485524,Capitec,405888,3DS,Prepaid,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-05-30T22:11:35,TID5534,31783,8932,339.92,339.92,482517******8695,Visa,Credit,639156.0,102291,851383004501,Financial,Purchase,Swipe,Yes,Chip+PIN,DS-0039,Store B,Pass,Pass,2025-06-01,UTI-A8E1DA991CE5,ONR-A4CBFF4CDD,African Bank,482517,Online,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-06-08T20:44:35,TID9315,32276,6751,744.9,744.9,577281******7329,Mastercard,Credit,451339.0,102292,322190979350,Financial,Purchase,Ecommerce,Yes,Contactless,DS-0039,Store B,Fail,Pass,2025-06-10,UTI-7C11A55480E8,ONR-D6A2DA879B,African Bank,577281,Online,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-05-27T15:37:35,TID7380,32255,7900,265.59,265.59,486181******8413,Visa,Debit,490971.0,102293,768831989849,Financial,Purchase,Swipe,Yes,Contactless,DS-0039,Store B,Fail,Pass,2025-05-29,UTI-01C84BAE09EB,ONR-F5D1D2A96F,ABSA,486181,Offline,Debit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-07-29T06:53:35,TID7721,62995,2089,495.07,0.0,407851******3671,Visa,Credit,,102294,502872509686,Financial,Purchase,Chip,No,Chip+PIN,DS-0039,Store H,Fail,Pass,,UTI-64947EBBD87C,ONR-B4388A4F05,FNB,407851,3DS,Credit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-08-02T10:43:35,TID9039,63578,1312,400.22,0.0,572575******8366,Mastercard,Debit,,102295,324210924960,Financial,Purchase,Ecommerce,No,Chip+PIN,DS-0039,Store E,Pass,Pass,,UTI-F8B7D1F7A261,ONR-3D0FDA47E6,African Bank,572575,Online,Debit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-08-01T01:40:35,TID3940,27080,4785,602.27,602.27,321789******9591,Diners,Debit,688222.0,102296,980520715901,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0039,Store A,Pass,Pass,2025-08-03,UTI-82627B503058,ONR-F062569272,TymeBank,321789,Online,Debit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-07-10T14:36:35,TID1184,26463,6647,575.77,575.77,523881******7770,Mastercard,Debit,681644.0,102297,891976101669,Financial,Purchase,Chip,Yes,Contactless,DS-0039,Store I,Pass,Pass,2025-07-10,UTI-7F803B8F3528,ONR-5F86A6426E,Capitec,523881,Online,Debit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-07-22T16:52:35,TID9452,33448,3187,649.53,649.53,577715******4374,Mastercard,Debit,688692.0,102298,947456685301,Financial,Purchase,Chip,Yes,Swipe,DS-0039,Store G,Pass,Pass,2025-07-23,UTI-3D8C7412ED9D,ONR-BB8884148A,Standard Bank,577715,Online,Debit,00 - Approved or completed successfully
M039 - Merchant Mango Motors,2025-05-23T16:01:35,TID7417,53517,8876,397.92,397.92,512235******0546,Mastercard,Credit,784498.0,102299,636278442857,Financial,Purchase,Contactless,Yes,Chip+PIN,DS-0039,Store G,Pass,Pass,2025-05-24,UTI-88FEA4D9340D,ONR-5D47382CFF,Nedbank,512235,Online,Credit,00 - Approved or completed successfully
